"JP105F7W"	"JP51F7W"	"JP64F7W"	"JP66F7W"	"JP77F7W"	"JP166F7W"	"JP258F7W"	"JP257F7W"	"JP190F7W"	"JP23F7W"	"JP31F7W"	"JP117F7W"	"JP110F7W"	"JP411F7W"	"JP124F7W"	"JP104F7W"	"JP136F7W"	"JP9F7W"	"JP260F7W"	"JP81F7W"	"JP10F7W"	"JP403F7W"	"JP401F7W"	"JP129F7W"	"JP133F7W"	"JP20F7W"	"JP106F7W"	"JP103F7W"	"JP146F7W"	"JP45F7W"	"JP165F7W"	"JP48F7W"	"JP205F7W"	"JP83F7W"	"JP410F7W"	"JP119F7W"	"JP24F7W"	"JP221F7W"	"JP108F7W"	"JP78F7W"	"JP112F7W"	"JP116F7W"	"JP16F7W"	"JP409F7W"	"JP160F7W"	"JP3F7W"	"JP18F7W"	"JP131F7W"	"JP111F7W"	"JP107F7W"	"JP259F7W"	"JP39F7W"	"JP222F7W"	"JP22F7W"	"JP118F7W"	"JP97F7W"	"JP38F7W"	"JP187F7W"	"JP132F7W"	"JP201F7W"	"JP76F7W"	"JP102F7W"	"JP5F7W"	"JP59F7W"	"JP151F7W"	"JP88F7W"	"JP30F7W"	"JP43F7W"	"JP82F7W"	"JP67F7W"	"JP71F7W"	"JP162F7W"	"JP27F7W"	"JP120F7W"	"JP84F7W"	"JP123F7W"	"JP121F7W"	"JP156F7W"	"JP139F7W"	"JP114F7W"	"JP21F7W"	"JP11F7W"	"JP13F7W"	"JP223F7W"	"JP86F7W"	"JP2F7W"	"JP155F7W"	"JP1F7W"	"JP154F7W"	"JP159F7W"	"JP182F7W"	"JP12F7W"	"JP15F7W"	"JP202F7W"	"JP141F7W"	"JP406F7W"	"JP89F7W"	"JP19F7W"	"JP101F7W"	"JP184F7W"	"JP53F7W"	"JP186F7W"	"JP185F7W"	"JP85F7W"	"JP17F7W"	"JP98F7W"	"JP75F7W"	"JP33F7W"	"JP25F7W"	"JP163F7W"	"JP169F7W"	"JP74F7W"	"JP55F7W"	"JP130F7W"	"JP183F7W"	"JP58F7W"	"JP170F7W"	"JP4F7W"	"JP44F7W"	"JP72F7W"	"JP224F7W"	"JP79F7W"	"JP152F7W"	"JP137F7W"	"JP87F7W"	"JP153F7W"	"JP29F7W"	"JP99F7W"	"JP172F7W"	"JP157F7W"	"JP138F7W"	"JP63F7W"	"JP173F7W"	"JP191F7W"	"JP253F7W"	"JP52F7W"	"JP6F7W"	"JP206F7W"	"JP158F7W"	"JP70F7W"	"JP181F7W"	"JP192F7W"	"JP56F7W"	"JP57F7W"	"JP54F7W"	"JP174F7W"	"JP60F7W"	"JP73F7W"	"JP177F7W"	"JP62F7W"	"JP179F7W"	"JP189F7W"	"JP188F7W"	"JP69F7W"	"161FW6"	"454FW6"	"455FW6"	"451FW8"	"109FW7"	"113FW7"	"8FW6"	"402F7W"	"198FW7"	"145F7W"	"454FW8"	"199FW7"	"171FW6"	"144F7W"	"164FW6"	"65FW7"	"68FW7"	"200FW7"	"455FW8"
"221429"	0	0	17	58	51	32	1	0	0	0	29	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	175	0	0	265	0	91	1	139	0	0	0	0	0	0	147	0	375	0	0	0	0	187	106	0	114	3	295	0	0	0	0	0	0	71	28	753	0	0	198	10	12	258	0	171	292	309	158	21	0	0	0	0	0	0	235	0	11	0	26	189	0	0	0	0	0	0	0	56	0	140	191	320	27	231	71	1	13	41	0	264	5	12	0	0	56	1	16	0	0	28	169	26	11	0	413	51	0	2	9	18	0	39	67	0	0	1	0	0	13	31	47	0	5	14	1	12	21	24	6	8	10	2	0	0	3	0	2	5	85	69	0	0	4	0	0	6	6	0	2	4	33	12	0
"269070"	0	0	2	10	5	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	3	0	0	0	0	17	0	1	0	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	2	1	0	0	0	8	0	5	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0
"199307"	0	0	0	9	5	31	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	13	0	0	0	0	0	4	0	0	0	0	0	0	28	1	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	4	5	0	0	0	10	0	0	0	30	0	3	20	0	0	33	0	7	3	1	0	2	2	4	14	33	0	0	3	4	6	27	12	18	11	9	13	24	37	0	8	4	1	0	1	6	3	2	0	0	0	0	0	0	9	4	17	0	4	4	1	0	1
"321251"	0	0	3	1	5	2	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	3	0	6	2	0	0	2	0	0	0	3	0	1	0	3	0	36	0	0	3	0	0	0	7	0	0	0	1	10	11	0	6	2	0	0	1	1	1	21	0	1	0	0	0	0	0	4	2	0	1	1	1	0	0
"177271"	0	0	1	0	18	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	6	9	0	0	0	0	5	0	1	0	10	0	0	4	30	0	0	0	1	9	1	8	0	7	0	0	1	12	0	11	1	0	0	0	1	3	0	0	0	0	0	0	0	1	0	1	0	3	0	3	0	0
"238487"	0	0	0	2	8	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	11	0	0	0	0	1	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	9	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	10	0	0	9	0	0	0	2	0	0	0	3	1	3	0	0	7	0	0	2	4	4	3	2	0	20	3	0	4	2	2	0	0	0	0	5	0	0	0	0	0	0	2	3	0	0	0	0	1	0	2
"4417539"	0	0	5	50	0	0	8	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17	0	0	52	0	0	0	0	0	0	0	0	0	0	0	39	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4418586"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0
"186043"	0	0	90	47	74	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	15	9	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	30	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	99	9	0	0	18	171	0	48	16	0	0	0	0	0	1	0	41	2	17	8	0	0	1	0	8	4	0	1	6	11	7	0	4	0	0	74	0	164	49	211	0	85	35	118	3	57
"263828"	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"262272"	0	0	0	3	0	23	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	38	0	0	0	0	0	2	24	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	23	4	0	0	362	0	0	0	0	0	0	0	0	13	1	0	2	0	3	0	19	0	0	0	6	0	0	11	74	51	0	0	0	0	5	0	2	0	0	2	100	130	9	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0
"268220"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	53	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	482	0	0	1	0	194	0	0	1	4	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	13	0	0	421	295	0	0	0	135	0	0	147	345	64	0	3	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU283"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	12	21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	54	0	0	0	0	0	0	0	1	0	23	0	0	0	0	0	0	0	0	0	6	0	0	81	81	0	0	0	38	0	0	29	100	21	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"4455677"	0	0	0	293	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	5	0	0	0	0	0	0	0	0	114	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	75	0	0	0	0	83	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	91	0	0	0	82	0	0	46	0	0	0	0	102	0	0	0	158	0	0	194	40	0	11	0	84	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0
"4480176"	0	0	72	101	234	42	49	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	9	0	0	99	0	0	0	0	0	77	111	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	162	0	0	0	160	139	0	0	163	37	9	0	0	21	0	283	3	0	0	0	0	29	2	6	0	100	71	0	19	163	0	0	73	120	65	0	66	114	149	19	49	98	55	40	50	0	0	0	9	0	0	53	0	49	0	0	27	0	0	33	1	0	0	19	1	55	0
"665703"	0	0	58	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	13	0	0	0	0	0	23	34	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	27	0	0	0	0	2	0	0	5	15	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	28	0	0	14	0	0	0	0	3	3	0	0	9	0	0	64	14	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0
"2883968"	0	0	27	354	27	401	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	1	0	0	129	36	0	0	0	0	53	25	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	12	0	0	1	84	20	0	0	0	5	78	0	0	9	0	123	36	0	0	8	0	33	64	14	0	72	819	0	104	30	0	0	32	176	0	0	14	72	6	70	14	9	7	25	0	0	0	0	0	3	2	1	0	1	0	0	3	0	2	6	69	0	21	0	1	0	1
"730939"	0	0	30	138	40	49	8	20	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	2	0	0	45	17	0	0	0	0	49	21	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	11	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	31	0	0	0	15	32	0	0	115	24	14	0	0	7	0	51	9	0	0	47	0	18	29	20	0	29	75	0	21	33	0	0	4	13	182	44	30	23	9	17	61	8	18	16	7	23	11	0	7	14	9	5	0	7	0	0	1	0	17	10	8	0	3	7	0	3	10
"4383953"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"832848"	0	0	10	99	0	0	1	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	13	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	104	9	0	0	0	114	0	0	0	0	0	0	0	11	0	0	0	21	0	0	19	23	0	0	0	1	72	1	6	76	25	0	23	0	55	2	0	0	0	0	8	0	0	1	0	0	0	0	3	0	0	4	0	0	0	8	22	0	0
"260679"	0	0	0	0	46	12	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	19	0	0	0	0	0	0	0	0	0	18	3	0	0	25	0	0	0	0	0	0	0	14	0	0	0	0	4	18	0	41	0	0	0	0	0	38	0	0	0	49	6	1	0	32	46	30	0	1	0	0	1	0	69	3	0	0	0	0	0	0	21
"167509"	0	0	0	1	26	18	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	76	86	0	0	0	0	0	4	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	107	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	5	7	0	0	0	0	0	25	75	0	0	13	0	1	0	13	0	2	0	28	0	151	0	0	60	0	3	28	35	2	85	21	0	9	122	0	2	17	9	0	1	4	3	2	0	0	0	0	32	0	6	28	0	0	0	0	0	0	10
"176118"	0	0	7	38	7	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	38	0	0	0	0	2	24	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	5	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	8	0	0	19	11	0	1	0	84	0	0	25	0	0	73	0	10	1	2	0	7	0	15	1	3	0	0	15	6	2	18	3	19	37	3	22	14	0	1	0	12	4	0	0	0	1	42	0	0	0	0	21	0	13	15	0	0	0	1	0	1	1
"259699"	0	0	0	1	33	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	134	0	0	0	0	0	6	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	53	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	4	0	0	5	2	0	0	0	16	0	7	59	0	0	62	0	2	3	19	0	2	0	13	0	16	0	0	9	5	10	12	34	14	10	8	1	41	48	0	1	8	0	0	0	3	1	19	0	0	0	0	9	0	7	12	0	0	0	1	1	0	8
"263337"	0	0	0	65	3	200	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	10	14	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	30	0	0	0	3	22	0	0	5	2	1	0	0	65	0	9	12	0	0	0	0	1	12	0	0	29	3	5	2	3	0	0	6	27	47	4	5	2	3	3	19	18	70	0	1	6	1	0	0	0	0	0	0	0	0	0	1	0	5	1	1	0	0	0	0	0	3
"4410988"	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	24	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	14	1	0	0	0	3	0	1	5	0	0	17	0	1	2	8	0	0	0	3	0	5	0	0	6	1	9	7	0	2	6	3	0	2	6	0	0	2	1	0	0	3	2	28	0	1	0	0	13	0	11	9	0	0	0	0	0	0	7
"267689"	0	0	12	8	111	11	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	1	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	2	22	0	0	0	29	0	39	0	0	0	0	0	4	0	0	0	1	0	0	1	156	0	0	0	13	0	1	124	3	49	12	1	28	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0
"260553"	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	1	0	0	0	0	4	0	4	4	0	0	0	0	0	1	1
"790663"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	70	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"3392842"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	1	0	0	2	0	0	5	1	2	0	0	0	0	0	0	0	12	0	0	0	1	0	2	0	3	0	0	5	0	1	2	0	0	0	0	0	6	0
"4464787"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	2	1	34	0	0	0	0	0	0	12	3	0	0	0	0	0	0	19
"258559"	0	0	13	22	177	35	68	50	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	156	17	0	0	0	0	3	159	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	33	0	35	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	32	0	0	0	14	36	0	0	50	11	8	0	0	104	0	66	44	0	0	56	0	106	12	3	0	70	2	33	15	92	0	0	57	45	63	57	68	164	51	57	35	162	70	2	34	17	26	0	1	1	1	6	0	6	0	0	26	0	0	30	8	0	4	3	8	7	3
"4462541"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	3	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"276837"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	2	0	0	2	0	0	1	0	5	3	3	0	0	0	0	0	0	0	0	1	1	0	0	0	14	0	0	1	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"186777"	0	0	3	22	3	10	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	15	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	18	2	0	0	0	0	7	0	0	66	0	13	3	0	0	2	0	8	7	12	0	0	1	0	0	16	0	0	2	1	28	0	1	0	1	31	0	2	15	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0	0	0
